dateBeforeFlight, Price
109200,90.29
195600,109.65
282000,109.65
368400,158.04
454800,190.3
541200,229.02
627600,277.41
800400,90.29
973200,58.03
1059600,58.03
1146000,58.03
1232400,109.65
1405200,35.45
1578000,35.45
1664400,48.35
1750800,48.35
1837200,58.03
2010000,58.03
2182800,35.45
2269200,48.35
2355600,48.35
2442000,90.29
2614800,90.29
2787600,67.71
2874000,58.03
2960400,67.71
2442000,90.29
2614800,90.29
2787600,67.71
2874000,58.03
2960400,67.71
3046800,67.71
3219600,67.71
3392400,58.03
3478800,48.35
3565200,58.03
3651600,58.03
3824400,48.35
3997200,48.35
4083600,58.03
4170000,48.35
4256400,67.71
4429200,90.29
4602000,58.03
4688400,67.71
4774800,67.71
4861200,58.03
5034000,58.03
5206800,48.35
5293200,48.35
5379600,48.35
4861200,58.03
5034000,58.03
5206800,48.35
5293200,48.35
5379600,48.35
5466000,90.29
5638800,129.01
5811600,67.71
5898000,58.03
5984400,48.35
6070800,58.03
6157200,58.03
6243600,48.35
6416400,48.35
6502800,48.35
6589200,67.71
6675600,58.03
6762000,48.35
6848400,35.45
6934800,35.45
7021200,48.35
7107600,48.35
7189500,48.35
7275900,48.35
7362300,48.35
7448700,90.29
7535100,67.71
7621500,67.71
7707900,67.71
7794300,67.71
7275900,48.35
7362300,48.35
7448700,90.29
7535100,67.71
7621500,67.71
7707900,67.71
7794300,67.71
7880700,67.71
7967100,58.03
8053500,58.03
8139900,58.03
8226300,109.65
8312700,67.71
8399100,67.71
8485500,58.03
8571900,58.03
8658300,48.35
8744700,58.03
8831100,58.03
8917500,58.03
9003900,67.71
9090300,58.03
9176700,58.03
9263100,58.03
9349500,58.03
9435900,67.71
9522300,67.71
9608700,90.29
9695100,67.71
9781500,58.03
9867900,67.71
9954300,67.71
10040700,67.71
10127100,90.29
10213500,67.71
9695100,67.71
9781500,58.03
9867900,67.71
9954300,67.71
10040700,67.71
10127100,90.29
10213500,67.71
10299900,90.29
10386300,90.29
10472700,109.65
10559100,158.04
10645500,109.65
10731900,109.65
10818300,129.01
10904700,158.04
10991100,158.04
11077500,90.29
11163900,90.29
11250300,90.29
11336700,90.29
11423100,90.29
11509500,67.71
11595900,67.71
11682300,109.65
11768700,67.71
11855100,67.71
11941500,67.71
12027900,67.71
12114300,67.71
12200700,67.71
12287100,67.71
12373500,58.03
12459900,67.71
12546300,67.71
12632700,67.71
12719100,58.03
12805500,67.71
12891900,67.71
12978300,58.03
13064700,67.71
13151100,58.03
13237500,67.71
12719100,58.03
12805500,67.71
12891900,67.71
12978300,58.03
13064700,67.71
13151100,58.03
13237500,67.71
13323900,67.71
13410300,58.03
13496700,58.03
13583100,58.03
