Idx,lambda,CrossValidationError,ThetaParas (37)...
0,0.109800,0.015638,0.173635,-1.915933,9.502655,-16.871655,6.116990,9.769558,-2.253403,-9.594634,5.122854,0.102559,0.108612,0.049865,0.072344,0.045878,0.069806,0.099393,0.094192,0.017759,0.089291,0.011104,0.121272,0.071492,0.016603,0.160656,0.059554,0.083830,-0.036597,-0.010611,0.009447,0.022884,0.028148,0.097846,0.100723,0.046416,0.038023,-0.029526,0.016641,0.172195
1,0.109800,0.015761,0.172799,-1.904627,9.463397,-16.831439,6.083266,9.837610,-2.244949,-9.711297,5.183729,0.102337,0.108903,0.049956,0.072659,0.046958,0.070364,0.099275,0.094195,0.017841,0.089523,0.011499,0.120572,0.071690,0.016808,0.160561,0.059380,0.084349,-0.036496,-0.011085,0.009271,0.022654,0.028318,0.097985,0.100862,0.046286,0.037890,-0.029356,0.016292,0.172136
2,0.109800,0.015546,0.172977,-1.909567,9.483037,-16.884819,6.203943,9.739966,-2.327887,-9.576361,5.149013,0.102290,0.108993,0.049952,0.072708,0.046164,0.069903,0.099758,0.095134,0.017523,0.089666,0.011627,0.120743,0.071796,0.016923,0.160662,0.059644,0.083942,-0.036233,-0.010828,0.009535,0.023165,0.028525,0.097906,0.100642,0.046735,0.037996,-0.029155,0.017015,0.172273
3,0.109800,0.015793,0.173901,-1.910383,9.478985,-16.845071,6.134982,9.741209,-2.281963,-9.546135,5.104666,0.102223,0.108521,0.049532,0.072399,0.046055,0.069724,0.099205,0.094115,0.017433,0.089383,0.011239,0.120302,0.071261,0.016384,0.160582,0.059431,0.083759,-0.036814,-0.011357,0.009104,0.022269,0.027594,0.097432,0.100176,0.045780,0.037359,-0.029939,0.015671,0.172132
4,0.109800,0.015279,0.173820,-1.910237,9.466482,-16.799231,6.056883,9.807398,-2.224208,-9.710896,5.190304,0.102544,0.109103,0.049991,0.072823,0.046147,0.070038,0.099366,0.094950,0.017694,0.089535,0.011350,0.120635,0.071853,0.016861,0.161038,0.059700,0.083758,-0.037168,-0.011468,0.008978,0.022447,0.027791,0.097872,0.100159,0.045450,0.036887,-0.030173,0.015364,0.172298
5,0.109800,0.015730,0.174008,-1.909014,9.453555,-16.758307,5.958013,9.905543,-2.141728,-9.929702,5.298534,0.102107,0.108685,0.049498,0.072228,0.045989,0.069864,0.099280,0.094321,0.017539,0.089143,0.010990,0.120543,0.071526,0.016507,0.160188,0.059495,0.083983,-0.036891,-0.011096,0.009271,0.022854,0.028383,0.097829,0.100482,0.046183,0.037773,-0.030031,0.015577,0.172111
6,0.109800,0.016094,0.173511,-1.919674,9.556065,-17.031300,6.198735,9.961149,-2.307561,-9.894605,5.313745,0.102009,0.108534,0.049820,0.072492,0.045965,0.069814,0.099079,0.094613,0.017627,0.089579,0.011245,0.120923,0.071801,0.016799,0.160291,0.059313,0.084401,-0.036318,-0.010926,0.009290,0.022682,0.027965,0.097575,0.100349,0.046166,0.037638,-0.029751,0.016676,0.172139
7,0.109800,0.015894,0.173245,-1.914159,9.500488,-16.883521,6.115409,9.838101,-2.275169,-9.687824,5.182310,0.102590,0.108999,0.049835,0.072886,0.046294,0.069715,0.099200,0.094454,0.017674,0.089217,0.011220,0.121005,0.071651,0.016844,0.160488,0.059338,0.083731,-0.036185,-0.010721,0.009589,0.022921,0.028458,0.098326,0.100936,0.046359,0.037987,-0.029768,0.016499,0.172198
8,0.109800,0.015572,0.174156,-1.911548,9.488092,-16.883773,6.197586,9.722427,-2.325507,-9.497725,5.084997,0.102519,0.108798,0.050036,0.072481,0.046362,0.070111,0.099525,0.095341,0.017738,0.089643,0.011615,0.120934,0.071611,0.016770,0.160830,0.059402,0.084183,-0.037552,-0.011766,0.008650,0.022061,0.027354,0.096756,0.099729,0.045319,0.036818,-0.030930,0.015597,0.172232
9,0.109800,0.015676,0.174249,-1.915342,9.499997,-16.881971,6.155103,9.764315,-2.293276,-9.584143,5.131705,0.102439,0.108942,0.049911,0.072592,0.046296,0.070005,0.099516,0.094680,0.017694,0.089614,0.011275,0.121379,0.071856,0.016613,0.160723,0.059126,0.084652,-0.037119,-0.011653,0.008831,0.022198,0.027327,0.096876,0.099593,0.045115,0.036601,-0.030420,0.014790,0.172243
