dateBeforeFlight, Price
194700,90.29
367500,190.3
540300,90.29
626700,48.35
799500,67.71
972300,67.71
1145100,48.35
1231500,67.71
1404300,48.35
1577100,67.71
1749900,29.0
1836300,29.0
2009100,29.0
2181900,35.45
2354700,29.0
1836300,29.0
2009100,29.0
2181900,35.45
2354700,29.0
2441100,29.0
2613900,67.71
2786700,48.35
2959500,29.0
3045900,35.45
3218700,29.0
3391500,35.45
3564300,29.0
3650700,29.0
3823500,29.0
3909900,29.0
4169100,58.03
4255500,67.71
4428300,67.71
4514700,58.03
4773900,109.65
4255500,67.71
4428300,67.71
4514700,58.03
4773900,109.65
4860300,90.29
5033100,58.03
5119500,48.35
5205900,48.35
5378700,58.03
5465100,48.35
5637900,29.0
5810700,48.35
5983500,35.45
6069900,29.0
6242700,29.0
6415500,35.45
6588300,29.0
6674700,29.0
6847500,35.45
7020300,58.03
7193100,35.45
7279500,29.0
7452300,35.45
7625100,48.35
7797900,29.0
7279500,29.0
7452300,35.45
7625100,48.35
7797900,29.0
7884300,58.03
8057100,35.45
8229900,109.65
8402700,48.35
8489100,48.35
8661900,48.35
8834700,129.01
9007500,48.35
9093900,58.03
9266700,48.35
9439500,67.71
9612300,48.35
9698700,35.45
9871500,48.35
10044300,67.71
10217100,48.35
9698700,35.45
9871500,48.35
10044300,67.71
10217100,48.35
10303500,48.35
10476300,109.65
10649100,158.04
10821900,158.04
10908300,90.29
11081100,90.29
11253900,109.65
11426700,90.29
11513100,58.03
11685900,90.29
11858700,158.04
12027900,90.29
12114300,90.29
12200700,109.65
12287100,90.29
12373500,109.65
12459900,109.65
12546300,90.29
12632700,67.71
12114300,90.29
12200700,109.65
12287100,90.29
12373500,109.65
12459900,109.65
12546300,90.29
12632700,67.71
12719100,67.71
12805500,67.71
12891900,90.29
12978300,90.29
13064700,67.71
13151100,90.29
13237500,90.29
13323900,67.71
13410300,67.71
13496700,90.29
13583100,129.01
13669500,129.01
13755900,90.29
13842300,90.29
13928700,67.71
14015100,67.71
14101500,90.29
14187900,67.71
14274300,67.71
14360700,90.29
14447100,67.71
14533500,67.71
14619900,109.65
14706300,67.71
14792700,90.29
14879100,90.29
14965500,67.71
15051900,67.71
14533500,67.71
14619900,109.65
14706300,67.71
14792700,90.29
14879100,90.29
14965500,67.71
15051900,67.71
15138300,67.71
15224700,90.29
15311100,90.29
15397500,90.29
15483900,67.71
15570300,109.65
15656700,67.71
15743100,67.71
15829500,90.29
15915900,109.65
16002300,90.29
16088700,129.01
16175100,67.71
16261500,67.71
16347900,90.29
16434300,67.71
16520700,67.71
16607100,90.29
16693500,109.65
16779900,90.29
16866300,90.29
16952700,67.71
17039100,67.71
17125500,90.29
17211900,109.65
17298300,67.71
17384700,67.71
17471100,67.71
17557500,67.71
17643900,67.71
17730300,67.71
17816700,67.71
17903100,90.29
17989500,67.71
18075900,67.71
17557500,67.71
17643900,67.71
17730300,67.71
17816700,67.71
17903100,90.29
17989500,67.71
18075900,67.71
18162300,67.71
18248700,67.71
18335100,67.71
18421500,67.71
18507900,67.71
18594300,67.71
18680700,90.29
18767100,67.71
18853500,67.71
18939900,67.71
19026300,67.71
19112700,90.29
19199100,109.65
19285500,67.71
19371900,90.29
19458300,67.71
19544700,90.29
19631100,90.29
19717500,90.29
19803900,67.71
19890300,67.71
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,67.71
20408700,67.71
20495100,90.29
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,67.71
20408700,67.71
20495100,90.29
20581500,67.71
20667900,67.71
20754300,90.29
20840700,67.71
20927100,67.71
21013500,67.71
21099900,109.65
21186300,67.71
21272700,67.71
21359100,67.71
21445500,67.71
21531900,67.71
21618300,67.71
21704700,67.71
21791100,67.71
21877500,67.71
21963900,90.29
22050300,67.71
22136700,67.71
22223100,90.29
22309500,67.71
22395900,67.71
22482300,67.71
22568700,67.71
22655100,67.71
22741500,67.71
22827900,67.71
22914300,67.71
23000700,67.71
23087100,67.71
23173500,67.71
23259900,67.71
23346300,67.71
23432700,67.71
23519100,67.71
23000700,67.71
23087100,67.71
23173500,67.71
23259900,67.71
23346300,67.71
23432700,67.71
23519100,67.71
23605500,67.71
23691900,90.29
23778300,67.71
23864700,67.71
23951100,90.29
24037500,90.29
24123900,90.29
24210300,109.65
24296700,109.65
24383100,109.65
24469500,90.29
24555900,90.29
24642300,90.29
24728700,90.29
24815100,90.29
24901500,90.29
24987900,90.29
25074300,67.71
25160700,90.29
25247100,90.29
25333500,90.29
25419900,129.01
25506300,90.29
25592700,67.71
25679100,109.65
25765500,158.04
25851900,109.65
25938300,90.29
25419900,129.01
25506300,90.29
25592700,67.71
25679100,109.65
25765500,158.04
25851900,109.65
25938300,90.29
26024700,90.29
26111100,67.71
26197500,90.29
26283900,67.71
26370300,67.71
26456700,67.71
26543100,67.71
26629500,67.71
26715900,67.71
26802300,67.71
26888700,90.29
26975100,67.71
27061500,67.71
27147900,67.71
27234300,67.71
27320700,67.71
27407100,90.29
27493500,67.71
27579900,67.71
27666300,67.71
27752700,67.71
27839100,67.71
27925500,67.71
28011900,67.71
28098300,67.71
28184700,67.71
28271100,67.71
28357500,67.71
27839100,67.71
27925500,67.71
28011900,67.71
28098300,67.71
28184700,67.71
28271100,67.71
28357500,67.71
28443900,67.71
28530300,67.71
28616700,90.29
28703100,90.29
28789500,67.71
28875900,67.71
28962300,67.71
29048700,67.71
29135100,67.71
29221500,90.29
29307900,90.29
29394300,67.71
29480700,67.71
29567100,67.71
29653500,67.71
29739900,67.71
29826300,90.29
29912700,109.65
29999100,129.01
30085500,109.65
30171900,67.71
30258300,67.71
30344700,67.71
30431100,67.71
30517500,67.71
30603900,67.71
30690300,67.71
108300,129.01
281100,158.04
453900,90.29
540300,90.29
713100,67.71
885900,67.71
1058700,48.35
1145100,67.71
1317900,48.35
1490700,90.29
1663500,29.0
1749900,29.0
1922700,35.45
2095500,35.45
2268300,29.0
1749900,29.0
1922700,35.45
2095500,35.45
2268300,29.0
2354700,29.0
2527500,67.71
2700300,48.35
2873100,29.0
2959500,35.45
3132300,29.0
3305100,35.45
3477900,29.0
3564300,29.0
3737100,29.0
3823500,29.0
4082700,67.71
4169100,67.71
4341900,67.71
4428300,58.03
4687500,109.65
4169100,67.71
4341900,67.71
4428300,58.03
4687500,109.65
4773900,90.29
4946700,58.03
5033100,48.35
5119500,48.35
5292300,67.71
5378700,48.35
5551500,29.0
5724300,48.35
5897100,35.45
5983500,29.0
6156300,29.0
6329100,35.45
6501900,29.0
6588300,29.0
6761100,35.45
6933900,58.03
7106700,35.45
7193100,29.0
7365900,35.45
7538700,48.35
7711500,29.0
7193100,29.0
7365900,35.45
7538700,48.35
7711500,29.0
7797900,58.03
7970700,35.45
8143500,109.65
8316300,48.35
8402700,48.35
8575500,48.35
8748300,129.01
8921100,48.35
9007500,58.03
9180300,48.35
9353100,67.71
9525900,48.35
9612300,35.45
9785100,48.35
9957900,58.03
10130700,48.35
9612300,35.45
9785100,48.35
9957900,58.03
10130700,48.35
10217100,48.35
10389900,109.65
10562700,158.04
10735500,158.04
10821900,90.29
10994700,67.71
11167500,109.65
11340300,90.29
11426700,58.03
11599500,90.29
11772300,158.04
11941500,90.29
12027900,90.29
12114300,109.65
12200700,90.29
12287100,109.65
12373500,109.65
12459900,90.29
12546300,67.71
12027900,90.29
12114300,109.65
12200700,90.29
12287100,109.65
12373500,109.65
12459900,90.29
12546300,67.71
12632700,67.71
12719100,67.71
12805500,90.29
12891900,67.71
12978300,67.71
13064700,90.29
13151100,90.29
13237500,67.71
13323900,67.71
13410300,90.29
13496700,129.01
13583100,129.01
13669500,90.29
13755900,90.29
13842300,67.71
13928700,67.71
14015100,90.29
14101500,67.71
14187900,90.29
14274300,90.29
14360700,67.71
14447100,67.71
14533500,109.65
14619900,67.71
14706300,90.29
14792700,90.29
14879100,67.71
14965500,67.71
14447100,67.71
14533500,109.65
14619900,67.71
14706300,90.29
14792700,90.29
14879100,67.71
14965500,67.71
15051900,67.71
15138300,90.29
15224700,90.29
15311100,90.29
15397500,67.71
15483900,109.65
15570300,67.71
15656700,67.71
15743100,90.29
15829500,109.65
15915900,90.29
16002300,129.01
16088700,67.71
16175100,67.71
16261500,90.29
16347900,67.71
16434300,67.71
16520700,90.29
16607100,109.65
16693500,90.29
16779900,90.29
16866300,67.71
16952700,67.71
17039100,90.29
17125500,109.65
17211900,67.71
17298300,67.71
17384700,67.71
17471100,67.71
17557500,67.71
17643900,67.71
17730300,67.71
17816700,90.29
17903100,67.71
17989500,67.71
17471100,67.71
17557500,67.71
17643900,67.71
17730300,67.71
17816700,90.29
17903100,67.71
17989500,67.71
18075900,67.71
18162300,67.71
18248700,67.71
18335100,67.71
18421500,67.71
18507900,67.71
18594300,90.29
18680700,67.71
18767100,67.71
18853500,67.71
18939900,67.71
19026300,90.29
19112700,109.65
19199100,67.71
19285500,90.29
19371900,67.71
19458300,90.29
19544700,90.29
19631100,90.29
19717500,67.71
19803900,67.71
19890300,67.71
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,67.71
20408700,90.29
19890300,67.71
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,67.71
20408700,90.29
20495100,67.71
20581500,67.71
20667900,90.29
20754300,67.71
20840700,67.71
20927100,67.71
21013500,158.04
21099900,67.71
21186300,67.71
21272700,67.71
21359100,67.71
21445500,67.71
21531900,67.71
21618300,67.71
21704700,67.71
21791100,67.71
21877500,90.29
21963900,67.71
22050300,67.71
22136700,90.29
22223100,67.71
22309500,67.71
22395900,67.71
22482300,67.71
22568700,67.71
22655100,67.71
22741500,67.71
22827900,67.71
22914300,67.71
23000700,67.71
23087100,67.71
23173500,67.71
23259900,67.71
23346300,67.71
23432700,67.71
22914300,67.71
23000700,67.71
23087100,67.71
23173500,67.71
23259900,67.71
23346300,67.71
23432700,67.71
23519100,67.71
23605500,90.29
23691900,67.71
23778300,67.71
23864700,90.29
23951100,90.29
24037500,90.29
24123900,109.65
24210300,109.65
24296700,109.65
24383100,90.29
24469500,90.29
24555900,90.29
24642300,90.29
24728700,90.29
24815100,90.29
24901500,90.29
24987900,67.71
25074300,90.29
25160700,90.29
25247100,90.29
25333500,129.01
25419900,90.29
25506300,67.71
25592700,109.65
25679100,158.04
25765500,109.65
25851900,90.29
25333500,129.01
25419900,90.29
25506300,67.71
25592700,109.65
25679100,158.04
25765500,109.65
25851900,90.29
25938300,90.29
26024700,67.71
26111100,90.29
26197500,67.71
26283900,67.71
26370300,67.71
26456700,67.71
26543100,67.71
26629500,67.71
26715900,67.71
26802300,90.29
26888700,67.71
26975100,67.71
27061500,67.71
27147900,67.71
27234300,67.71
27320700,90.29
27407100,67.71
27493500,67.71
27579900,67.71
27666300,67.71
27752700,67.71
27839100,67.71
27925500,67.71
28011900,67.71
28098300,67.71
28184700,67.71
28271100,67.71
27752700,67.71
27839100,67.71
27925500,67.71
28011900,67.71
28098300,67.71
28184700,67.71
28271100,67.71
28357500,67.71
28443900,67.71
28530300,90.29
28616700,90.29
28703100,67.71
28789500,67.71
28875900,67.71
28962300,67.71
29048700,67.71
29135100,90.29
29221500,90.29
29307900,67.71
29394300,67.71
29480700,67.71
29567100,67.71
29653500,67.71
29739900,90.29
29826300,109.65
29912700,129.01
29999100,109.65
30085500,67.71
30171900,67.71
30258300,67.71
30344700,67.71
30431100,67.71
30517500,67.71
30603900,67.71
367500,90.29
453900,90.29
626700,67.71
799500,90.29
972300,48.35
1058700,67.71
1231500,48.35
1404300,90.29
1577100,29.0
1663500,35.45
1836300,35.45
2009100,35.45
2181900,29.0
1663500,35.45
1836300,35.45
2009100,35.45
2181900,29.0
2268300,29.0
2441100,67.71
2613900,58.03
2786700,29.0
2873100,35.45
3045900,29.0
3218700,48.35
3391500,29.0
3477900,29.0
3650700,29.0
3737100,29.0
3996300,90.29
4082700,67.71
4255500,67.71
4341900,67.71
4601100,109.65
4082700,67.71
4255500,67.71
4341900,67.71
4601100,109.65
4687500,67.71
4860300,58.03
4946700,48.35
5033100,35.45
5205900,58.03
5292300,48.35
5465100,29.0
5637900,35.45
5810700,29.0
5897100,29.0
6069900,29.0
6242700,35.45
6415500,29.0
6501900,29.0
6674700,29.0
6847500,90.29
7020300,35.45
7106700,29.0
7279500,35.45
7452300,48.35
7625100,29.0
7106700,29.0
7279500,35.45
7452300,48.35
7625100,29.0
7711500,58.03
7884300,35.45
8057100,109.65
8229900,48.35
8316300,48.35
8489100,48.35
8661900,129.01
8834700,48.35
8921100,58.03
9093900,48.35
9266700,67.71
9439500,58.03
9525900,35.45
9698700,48.35
9871500,58.03
10044300,48.35
9525900,35.45
9698700,48.35
9871500,58.03
10044300,48.35
10130700,48.35
10303500,109.65
10476300,158.04
10649100,129.01
10735500,90.29
10908300,67.71
11081100,109.65
11253900,90.29
11340300,58.03
11513100,90.29
11685900,158.04
11855100,90.29
11941500,90.29
12027900,109.65
12114300,90.29
12200700,109.65
12287100,109.65
12373500,90.29
12459900,67.71
11941500,90.29
12027900,109.65
12114300,90.29
12200700,109.65
12287100,109.65
12373500,90.29
12459900,67.71
12546300,67.71
12632700,67.71
12719100,90.29
12805500,67.71
12891900,67.71
12978300,90.29
13064700,90.29
13151100,67.71
13237500,67.71
13323900,90.29
13410300,129.01
13496700,129.01
13583100,90.29
13669500,90.29
13755900,67.71
13842300,67.71
13928700,90.29
14015100,67.71
14101500,90.29
14187900,90.29
14274300,67.71
14360700,67.71
14447100,109.65
14533500,67.71
14619900,90.29
14706300,90.29
14792700,67.71
14879100,67.71
14360700,67.71
14447100,109.65
14533500,67.71
14619900,90.29
14706300,90.29
14792700,67.71
14879100,67.71
14965500,67.71
15051900,90.29
15138300,90.29
15224700,90.29
15311100,67.71
15397500,109.65
15483900,67.71
15570300,67.71
15656700,90.29
15743100,109.65
15829500,90.29
15915900,129.01
16002300,67.71
16088700,67.71
16175100,90.29
16261500,67.71
16347900,67.71
16434300,90.29
16520700,109.65
16607100,90.29
16693500,90.29
16779900,67.71
16866300,67.71
16952700,90.29
17039100,109.65
17125500,67.71
17211900,67.71
17298300,67.71
17384700,67.71
17471100,67.71
17557500,67.71
17643900,67.71
17730300,90.29
17816700,67.71
17903100,67.71
17384700,67.71
17471100,67.71
17557500,67.71
17643900,67.71
17730300,90.29
17816700,67.71
17903100,67.71
17989500,67.71
18075900,67.71
18162300,67.71
18248700,67.71
18335100,67.71
18421500,67.71
18507900,90.29
18594300,67.71
18680700,67.71
18767100,67.71
18853500,67.71
18939900,90.29
19026300,109.65
19112700,67.71
19199100,90.29
19285500,67.71
19371900,90.29
19458300,90.29
19544700,90.29
19631100,67.71
19717500,67.71
19803900,67.71
19890300,67.71
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,90.29
19803900,67.71
19890300,67.71
19976700,67.71
20063100,67.71
20149500,67.71
20235900,67.71
20322300,90.29
20408700,67.71
20495100,67.71
20581500,90.29
20667900,67.71
20754300,67.71
20840700,67.71
20927100,158.04
21013500,67.71
21099900,67.71
21186300,67.71
21272700,67.71
21359100,67.71
21445500,67.71
21531900,67.71
21618300,67.71
21704700,67.71
