Idx,lambda,CrossValidationError,ThetaParas (35)...
0,0.109800,0.015902,0.172269,-1.861767,9.253527,-17.424720,10.885802,2.555268,-3.554753,0.101997,0.108900,0.049732,0.072395,0.045827,0.069697,0.099374,0.093971,0.017576,0.089519,0.011123,0.120686,0.071377,0.016223,0.160062,0.059032,0.083960,-0.036788,-0.011388,0.009542,0.022871,0.027530,0.097088,0.100111,0.046265,0.038141,-0.028516,0.016071,0.172198
1,0.109800,0.015593,0.173162,-1.871494,9.293746,-17.525413,11.072319,2.369042,-3.485666,0.102214,0.108803,0.049681,0.072001,0.046239,0.069798,0.099270,0.094327,0.017362,0.089115,0.011163,0.120677,0.071375,0.016576,0.160408,0.059276,0.083892,-0.036953,-0.011442,0.009357,0.022783,0.027531,0.096671,0.099482,0.045655,0.037400,-0.029453,0.014946,0.172284
2,0.109800,0.023759,0.171064,-1.841283,9.149481,-17.259927,10.890168,2.367475,-3.451624,0.102287,0.108769,0.049597,0.072072,0.045980,0.069833,0.099065,0.094315,0.017415,0.089362,0.011532,0.120941,0.071322,0.016447,0.160136,0.059310,0.083447,-0.036615,-0.011169,0.009509,0.023347,0.028289,0.097141,0.100284,0.046252,0.037875,-0.028502,0.015833,0.172185
3,0.109800,0.015748,0.171744,-1.861613,9.237302,-17.379074,10.844189,2.578581,-3.567378,0.102287,0.108990,0.049882,0.072398,0.045803,0.069861,0.099666,0.095029,0.017837,0.089560,0.011354,0.120645,0.072065,0.017062,0.160519,0.059695,0.084240,-0.036378,-0.010859,0.010147,0.023874,0.028384,0.097467,0.100420,0.046583,0.038092,-0.028440,0.015268,0.172161
4,0.109800,0.015620,0.172175,-1.860083,9.245509,-17.446656,11.043859,2.325443,-3.454723,0.101846,0.108309,0.049525,0.072068,0.045935,0.069672,0.098973,0.094056,0.017381,0.089272,0.010737,0.120374,0.071300,0.016629,0.160203,0.059231,0.084134,-0.036759,-0.011178,0.009733,0.023142,0.027903,0.097047,0.099591,0.045873,0.037642,-0.028933,0.015711,0.172172
5,0.109800,0.015355,0.171893,-1.854760,9.191101,-17.241331,10.676582,2.640168,-3.558967,0.102699,0.108705,0.050062,0.072829,0.046583,0.070389,0.099927,0.095149,0.017915,0.089640,0.011370,0.121345,0.071903,0.016971,0.161630,0.059706,0.084742,-0.037189,-0.011775,0.009462,0.022922,0.027575,0.096496,0.099436,0.045572,0.037471,-0.029219,0.015254,0.172261
6,0.109800,0.015992,0.171876,-1.855648,9.211584,-17.284242,10.660554,2.733419,-3.612794,0.102532,0.108672,0.050080,0.072529,0.046423,0.070064,0.099428,0.094674,0.017915,0.090072,0.011401,0.121156,0.071757,0.016838,0.160952,0.059730,0.084176,-0.037066,-0.012018,0.009096,0.022525,0.027148,0.096631,0.099091,0.045562,0.037314,-0.029609,0.014733,0.172128
7,0.109800,0.015632,0.170611,-1.850243,9.183625,-17.242100,10.696665,2.607672,-3.540678,0.102445,0.108937,0.049817,0.072527,0.046157,0.069771,0.098878,0.094413,0.017600,0.089595,0.011352,0.120432,0.071921,0.016882,0.160844,0.059125,0.083964,-0.035712,-0.010211,0.010211,0.023632,0.028386,0.097252,0.100288,0.046440,0.038175,-0.028803,0.016205,0.172137
8,0.109800,0.015768,0.171689,-1.853444,9.180920,-17.156447,10.427198,2.930642,-3.675712,0.102381,0.108659,0.049742,0.072744,0.046279,0.069921,0.099020,0.094401,0.017767,0.089077,0.011344,0.120611,0.071728,0.016791,0.160553,0.059479,0.084220,-0.036607,-0.011195,0.009701,0.022839,0.027724,0.096760,0.099714,0.046026,0.037515,-0.029171,0.014698,0.172221
9,0.109800,0.015767,0.170744,-1.839017,9.103864,-17.045555,10.501611,2.673051,-3.538667,0.102324,0.108728,0.050025,0.073333,0.046225,0.070079,0.099291,0.094999,0.017811,0.089438,0.011757,0.121501,0.071748,0.016736,0.160756,0.059760,0.083867,-0.036404,-0.011226,0.009854,0.023005,0.027955,0.096830,0.099699,0.045729,0.037225,-0.029273,0.015382,0.172210
