Idx,lambda,CrossValidationError,ThetaParas (36)...
0,0.109800,0.016060,0.172896,-1.904218,9.591456,-18.140316,9.846429,8.213509,-10.549754,2.805915,0.102073,0.108751,0.049820,0.072275,0.046387,0.070038,0.099381,0.094490,0.017670,0.089733,0.011204,0.120273,0.071679,0.016896,0.160975,0.059336,0.084100,-0.036463,-0.010963,0.009793,0.023009,0.028305,0.097440,0.100427,0.046057,0.037974,-0.028824,0.015946,0.172149
1,0.109800,0.015365,0.173201,-1.893746,9.523239,-17.935882,9.578308,8.276200,-10.394102,2.708624,0.102243,0.108860,0.049780,0.072487,0.046302,0.069801,0.098915,0.094602,0.017498,0.089341,0.011270,0.121076,0.071663,0.016571,0.160739,0.059355,0.083729,-0.036974,-0.011412,0.008798,0.022419,0.027435,0.097021,0.099484,0.045625,0.037211,-0.030028,0.015372,0.172292
2,0.109800,0.015262,0.172621,-1.902695,9.596920,-18.181491,9.870624,8.314903,-10.693322,2.858026,0.102581,0.109043,0.049934,0.072458,0.046152,0.070086,0.099147,0.094615,0.017744,0.089488,0.011507,0.120783,0.071883,0.016756,0.160162,0.059630,0.084240,-0.036399,-0.010836,0.009683,0.023456,0.028626,0.097772,0.100834,0.046457,0.038242,-0.028718,0.016383,0.172228
3,0.109800,0.015829,0.172915,-1.903053,9.582571,-18.100337,9.762156,8.307726,-10.602005,2.815709,0.102178,0.108842,0.049764,0.072409,0.045641,0.069951,0.099298,0.094530,0.017786,0.089383,0.011157,0.120649,0.071497,0.016513,0.160474,0.059352,0.083786,-0.036435,-0.011152,0.009578,0.023267,0.028249,0.097439,0.100044,0.045942,0.037483,-0.029214,0.015806,0.172110
4,0.109800,0.015967,0.172751,-1.900463,9.571954,-18.095641,9.807427,8.187922,-10.466301,2.757326,0.102479,0.108769,0.050111,0.072816,0.046447,0.070119,0.099452,0.095077,0.017818,0.089695,0.011866,0.121297,0.072274,0.017059,0.161070,0.059841,0.083825,-0.036606,-0.011475,0.009426,0.022893,0.028024,0.097112,0.099694,0.045568,0.037245,-0.029630,0.015061,0.172206
5,0.109800,0.019611,0.172850,-1.909109,9.625373,-18.250319,9.951396,8.343299,-10.843455,2.946403,0.102839,0.108869,0.050059,0.072561,0.046749,0.070179,0.100000,0.095025,0.017960,0.089582,0.011826,0.121123,0.071333,0.016902,0.160666,0.059952,0.084510,-0.036481,-0.010838,0.009765,0.023471,0.028686,0.097601,0.100573,0.046602,0.038242,-0.028962,0.015938,0.172149
6,0.109800,0.016022,0.172713,-1.901918,9.592562,-18.154436,9.812663,8.325213,-10.618156,2.805645,0.102213,0.109061,0.049846,0.072842,0.046096,0.069789,0.099288,0.094347,0.017621,0.089722,0.011186,0.121128,0.071504,0.016789,0.160640,0.059276,0.084013,-0.036591,-0.011101,0.009691,0.023292,0.028472,0.097711,0.100543,0.046570,0.038124,-0.028870,0.016332,0.172263
7,0.109800,0.015580,0.173321,-1.905199,9.625127,-18.262496,9.972781,8.282383,-10.728599,2.878539,0.102063,0.108122,0.049413,0.072245,0.045882,0.069540,0.099122,0.094044,0.017188,0.089180,0.010310,0.120351,0.071406,0.016176,0.160372,0.059186,0.083837,-0.036743,-0.011327,0.009109,0.022585,0.027792,0.097366,0.099555,0.045620,0.037186,-0.030192,0.015696,0.172193
8,0.109800,0.015679,0.173234,-1.909563,9.650235,-18.308742,9.968472,8.375241,-10.820936,2.907446,0.102266,0.108718,0.049747,0.072605,0.046404,0.069838,0.099202,0.094552,0.017521,0.089345,0.011530,0.120716,0.071480,0.016822,0.160377,0.059270,0.084030,-0.036865,-0.011393,0.009122,0.022673,0.027497,0.097347,0.099718,0.045770,0.037481,-0.029318,0.016349,0.172207
9,0.109800,0.015492,0.173661,-1.916396,9.682616,-18.384435,10.047636,8.388538,-10.914752,2.959902,0.102432,0.108807,0.049817,0.072588,0.045776,0.069891,0.099468,0.094427,0.017740,0.089128,0.011291,0.120921,0.071799,0.016647,0.160560,0.059161,0.084516,-0.036749,-0.011355,0.009346,0.022591,0.027775,0.097052,0.099879,0.045503,0.037186,-0.029485,0.015204,0.172161
