Idx,lambda,CrossValidationError,ThetaParas (34)...
0,0.109800,0.019288,0.172581,-1.925514,10.143105,-21.831109,20.538321,-7.055954,0.102317,0.108868,0.049799,0.072537,0.045990,0.069960,0.099375,0.094372,0.017756,0.089362,0.011058,0.121174,0.071468,0.016430,0.160599,0.059370,0.083816,-0.036728,-0.011158,0.009432,0.023553,0.028968,0.097991,0.100630,0.046386,0.038165,-0.028231,0.016770,0.172276
1,0.109800,0.015510,0.172146,-1.923036,10.106331,-21.715038,20.400277,-6.999897,0.102594,0.109163,0.049977,0.072882,0.046481,0.069862,0.099509,0.094692,0.017788,0.089253,0.011377,0.120815,0.071711,0.016893,0.160477,0.059745,0.084380,-0.036225,-0.010761,0.010076,0.024278,0.029491,0.098851,0.100991,0.046821,0.038752,-0.027775,0.017566,0.172221
2,0.109800,0.015875,0.172998,-1.930598,10.159601,-21.867812,20.591457,-7.085129,0.102414,0.108878,0.049937,0.072378,0.045971,0.070091,0.099714,0.094763,0.017564,0.089657,0.011646,0.121133,0.071879,0.016686,0.160865,0.059432,0.083895,-0.036713,-0.011457,0.009711,0.023633,0.028856,0.097970,0.100191,0.046088,0.037948,-0.029008,0.015913,0.172184
3,0.168600,0.015555,0.172244,-1.899252,9.893357,-21.049450,19.565606,-6.637172,0.102378,0.108914,0.049835,0.072584,0.046792,0.070285,0.100227,0.094985,0.017803,0.089424,0.011290,0.121087,0.071595,0.016747,0.160918,0.059533,0.084371,-0.037099,-0.011367,0.009741,0.023799,0.028788,0.097547,0.099635,0.045437,0.037813,-0.029212,0.016491,0.172223
4,0.109800,0.015671,0.172189,-1.931691,10.168194,-21.867212,20.566090,-7.066911,0.102833,0.108951,0.050257,0.072685,0.046865,0.070138,0.099331,0.094822,0.017922,0.089939,0.011743,0.120932,0.072084,0.017123,0.160969,0.059743,0.084258,-0.036208,-0.010772,0.009872,0.023840,0.029215,0.098017,0.100089,0.046211,0.038015,-0.028965,0.016559,0.172203
5,0.109800,0.015670,0.173583,-1.945351,10.257380,-22.085465,20.789447,-7.148791,0.102288,0.108878,0.049662,0.072753,0.045872,0.069963,0.099533,0.094358,0.017595,0.089364,0.011198,0.121475,0.071805,0.016816,0.160687,0.059443,0.083718,-0.036711,-0.011480,0.009323,0.023179,0.028246,0.097413,0.099690,0.045872,0.037717,-0.028970,0.016040,0.172229
6,0.109800,0.015610,0.172426,-1.920078,10.104781,-21.732329,20.442648,-7.027012,0.102098,0.108735,0.049861,0.072453,0.045951,0.069819,0.099102,0.094698,0.017444,0.089465,0.011172,0.120563,0.071697,0.016462,0.160461,0.059136,0.084103,-0.036449,-0.011490,0.009554,0.023551,0.028867,0.097978,0.100062,0.045923,0.037743,-0.028868,0.016202,0.172180
7,0.109800,0.015723,0.173426,-1.936536,10.191915,-21.917721,20.606281,-7.076259,0.102368,0.108756,0.049857,0.072939,0.046485,0.069751,0.099006,0.094719,0.017535,0.089264,0.010993,0.120145,0.071227,0.016646,0.160635,0.059457,0.083949,-0.036779,-0.011554,0.009541,0.023245,0.028624,0.097265,0.100192,0.046026,0.038169,-0.029097,0.015965,0.172167
8,0.109800,0.015805,0.172996,-1.931906,10.174767,-21.895214,20.604693,-7.084084,0.102582,0.108698,0.049820,0.072097,0.046084,0.069849,0.099095,0.094569,0.017609,0.089497,0.011373,0.120487,0.071591,0.016726,0.160254,0.059328,0.084130,-0.036755,-0.011324,0.009383,0.023584,0.028652,0.097178,0.099714,0.045619,0.037589,-0.028990,0.015968,0.172115
9,0.109800,0.015780,0.172697,-1.934836,10.182642,-21.896551,20.592021,-7.075016,0.102114,0.108620,0.049593,0.072611,0.045968,0.069828,0.099018,0.094366,0.017451,0.089284,0.011324,0.120422,0.071478,0.016520,0.160078,0.059188,0.083884,-0.036070,-0.010772,0.010229,0.024006,0.029121,0.098330,0.100318,0.046290,0.038218,-0.028157,0.016627,0.172159
