Idx,lambda,CrossValidationError,ThetaParas (33)...
0,0.354800,0.016125,0.150962,-1.294109,5.293505,-7.965306,3.925539,0.102916,0.109458,0.050300,0.073257,0.046949,0.070422,0.100165,0.095704,0.017492,0.089437,0.011098,0.120983,0.071435,0.016620,0.160763,0.059510,0.083915,-0.036249,-0.010835,0.015850,0.032677,0.035834,0.101450,0.101131,0.048776,0.043774,-0.019886,0.021872,0.172104
1,0.109800,0.015902,0.151938,-1.304207,5.343760,-8.044421,3.965444,0.103264,0.109373,0.050144,0.073300,0.046810,0.070471,0.100307,0.095242,0.017651,0.089250,0.011286,0.120627,0.071970,0.016643,0.160267,0.059159,0.083877,-0.036879,-0.011103,0.015326,0.032002,0.035314,0.099707,0.099912,0.047824,0.042957,-0.020409,0.020840,0.172089
2,1.080000,0.015798,0.149995,-1.259733,5.125963,-7.688310,3.778737,0.103307,0.109464,0.050159,0.073592,0.046982,0.070367,0.100529,0.095181,0.017677,0.089677,0.011398,0.120893,0.071881,0.016802,0.160689,0.059729,0.084295,-0.037004,-0.011536,0.015162,0.032117,0.036154,0.101083,0.100660,0.048273,0.043071,-0.020657,0.021519,0.172227
3,0.109800,0.015814,0.152123,-1.301931,5.335301,-8.036227,3.963621,0.102848,0.109491,0.050156,0.073366,0.046990,0.070250,0.099873,0.095251,0.017358,0.089570,0.011442,0.120380,0.071576,0.016511,0.160486,0.059433,0.083814,-0.037089,-0.011290,0.014828,0.031741,0.035221,0.100263,0.100041,0.047983,0.042795,-0.020451,0.021230,0.172159
4,1.011400,0.015645,0.150192,-1.257857,5.135561,-7.723571,3.803996,0.102933,0.109626,0.050300,0.073044,0.046816,0.070351,0.099995,0.095654,0.017678,0.089074,0.011249,0.120894,0.071652,0.016621,0.160769,0.059449,0.084107,-0.037456,-0.012148,0.014320,0.031365,0.035235,0.100843,0.100518,0.048132,0.043026,-0.020372,0.021380,0.172219
5,0.109800,0.015950,0.151136,-1.299970,5.333003,-8.044343,3.973035,0.102784,0.109125,0.050008,0.073285,0.047151,0.070033,0.099565,0.094906,0.017337,0.089160,0.011525,0.120723,0.071332,0.016510,0.160068,0.059283,0.083975,-0.036173,-0.010476,0.015850,0.032796,0.036205,0.101281,0.101161,0.049284,0.044270,-0.018903,0.022477,0.172139
6,0.472400,0.015523,0.150554,-1.284542,5.261244,-7.930149,3.913394,0.103381,0.109884,0.050601,0.073691,0.047195,0.070553,0.100784,0.095883,0.017751,0.089373,0.011598,0.120545,0.072077,0.016856,0.160403,0.059664,0.084520,-0.036674,-0.011205,0.015114,0.032244,0.035711,0.100965,0.101304,0.048682,0.043976,-0.019268,0.022048,0.172231
7,0.109800,0.015802,0.152489,-1.305687,5.351087,-8.059868,3.974813,0.102915,0.109275,0.050140,0.073335,0.046683,0.070053,0.099677,0.095233,0.017145,0.089241,0.010966,0.120503,0.071416,0.016021,0.160309,0.059041,0.083884,-0.037025,-0.011354,0.015190,0.031758,0.035241,0.100122,0.100128,0.048068,0.043176,-0.020256,0.021909,0.172233
8,0.109800,0.015473,0.151790,-1.304073,5.346415,-8.058199,3.976491,0.102988,0.109941,0.050229,0.073298,0.046947,0.070231,0.100267,0.095283,0.017423,0.089780,0.011210,0.120831,0.071526,0.016637,0.160393,0.059244,0.083701,-0.036787,-0.010718,0.015360,0.032257,0.035642,0.100993,0.100693,0.048701,0.043723,-0.019697,0.022025,0.172298
9,0.109800,0.019326,0.151910,-1.300265,5.338640,-8.051615,3.974437,0.103311,0.109527,0.050168,0.073321,0.047063,0.070519,0.100430,0.095188,0.017363,0.089428,0.011359,0.120818,0.071587,0.016309,0.160732,0.059799,0.083836,-0.037407,-0.011608,0.014800,0.031280,0.034986,0.099636,0.099978,0.047936,0.043004,-0.020375,0.021798,0.172259
